class_name,num_batches_synthesized,final_description
M58-皮帶拖板,"1. The component features a rectangular metal strip with a central elongated slot.
2. This part has an L-shaped metal bracket configuration.
3. It contains a central rectangular slot aligned parallel to the longer side.
4. There is a large rectangular slot near the top edge.
5. The part has raised edges along the vertical sides.
6. Several smaller holes are arranged symmetrically around the central slot.
7. The component has a flat protrusion on the top edge.
8. Small circular holes are positioned near the top and bottom edges.
9. The central rectangular slot is aligned vertically with the main body.
10. Rectangular slots are positioned parallel to the longer edge."
M58-皮帶支撐片,"1. The component is a long rectangular bar with a consistent width.
2. This part features a central elongated slot running parallel to the length.
3. There is one large circular hole positioned centrally.
4. Two small circular holes are aligned vertically near the ends.
5. Small rectangular slots are positioned near the top and bottom edges.
6. A narrow rectangular slot is located along the side edge.
7. The part has smooth, straight edges along the length.
8. There is a slight protrusion at one end of the bar.
9. The central circular hole is aligned vertically with the elongated slot.
10. Small circular holes are positioned symmetrically on either side of the central hole."
M58-皮帶輪固定塊,"1. The component is a flat rectangular metal plate with a central cylindrical protrusion extending vertically.
2. This part features a large circular hole positioned centrally.
3. There is a rectangular slot near the edge of the plate.
4. The part has raised edges along the sides of the L-shaped bracket configuration.
5. Several smaller circular holes are symmetrically placed on either side of the central cylinder.
6. A rectangular slot is positioned adjacent to the cylindrical protrusion.
7. The central cylindrical protrusion extends from one end of the flat rectangular metal base.
8. The L-shaped metal bracket configuration includes smooth and flat edges on the rectangular plate.
9. The large circular hole is aligned with the left edge of the flat base.
10. The smaller circular hole is positioned symmetrically on the right side of the flat base."
M58-調整座牙片,"1. The component features a rectangular metal bar configuration.
2. This part has a large circular hole near one end.
3. It contains a central circular hole.
4. There is a rectangular slot on the longer side.
5. The part has slightly raised edges along the sides.
6. Several smaller holes are arranged around the central opening.
7. The rectangular metal bar has a uniform cross-section.
8. The L-shaped metal bracket has sharp corners on the bend.
9. Holes are evenly spaced along the length of the bar.
10. The rectangular slot is positioned adjacent to the larger hole."
M58-調整螺絲固定塊,"1. The component has a rectangular base with a protruding triangular section.
2. This part features a central circular hole in the main body.
3. There is a rectangular slot on the side.
4. The part has a raised edge along the sides.
5. Several smaller holes are arranged around the central opening.
6. The component has a rectangular profile with rounded edges.
7. The part has a flat top surface with defined edges.
8. The component has a smooth transition between the flat base and the arm.
9. The rectangular base has a slanted top edge.
10. The part has a rectangular shape with rounded edges."
M58-走行從動輪固定座,"1. The component features a robust L-shaped metal bracket.
2. This part includes a large central circular hole.
3. There is a rectangular slot positioned near the edge.
4. The part has raised edges along the sides.
5. Several smaller holes are arranged around the central opening.
6. A cylindrical protrusion extends from the left side.
7. The part has a flat top surface with multiple circular holes.
8. There is a rectangular slot near the bottom edge.
9. The large circular hole is positioned centrally on the component.
10. Small circular holes are distributed across the surface."
M58-走行馬達固定座,"1. The component has an L-shaped metal bracket configuration.
2. This part features a large central circular hole.
3. There is a rectangular slot near the top edge.
4. Small circular holes are positioned near the corners.
5. The part has raised edges along the sides of the L-shape.
6. Several smaller holes are arranged symmetrically around the central opening.
7. A rectangular slot is aligned parallel to the longer side of the L-shape.
8. A protruding tab is aligned with the bottom edge of the frame.
9. The central circular hole is centrally aligned with the L-shape.
10. Rectangular slots are positioned adjacent to the central circular hole."
M58-走行馬達固定座牙片,"1. The component is a flat rectangular bar with consistent width and thickness.
2. This part features two small circular holes, one on each end.
3. There is a small rectangular slot near the opposite end of the holes.
4. The part has slight protrusions at both ends, angled outward.
5. Several smaller holes are arranged around the central opening.
6. The rectangular metal bar structure has a smooth surface.
7. The part has a slight taper towards one end.
8. There is a central circular hole with a diameter slightly less than half the width.
9. The holes are aligned horizontally and parallel to the longer sides.
10. The rectangular shape maintains a straight profile along its length."
M58-走行馬達套管,"1. The component features a cylindrical shape with a hollow interior.
2. This part has a flat top surface.
3. It contains a large central circular hole.
4. There are rectangular slots near the top and bottom edges.
5. The part has raised edges along the sides.
6. Several smaller holes are arranged around the central opening.
7. The cylindrical tube has a smooth, continuous outer surface.
8. There is a rectangular base with rounded edges and a central circular indentation.
9. The central circular hole is aligned with the main axis of the cylinder.
10. Rectangular slots are positioned parallel to the base."
M58-走行驅動軸心,"1. The component has a rectangular base with rounded corners.
2. This part features a central circular hole.
3. There is a long horizontal slot positioned in the middle.
4. The part includes a series of evenly spaced holes along the top edge.
5. A narrow rectangular slot is present along one side.
6. Two parallel slots are positioned on the top surface.
7. The part has raised edges along the sides.
8. Several smaller holes are arranged around the central opening.
9. The central circular hole is flanked by two smaller holes on either side.
10. The rectangular slot is positioned parallel to the longer side of the component."
M58-車身連接補強鋁擠型,"1. The component has a rectangular frame structure with a central vertical division.
2. This part features a large rectangular opening in the middle.
3. There is a small circular hole near the top left corner.
4. The part has a vertical slot on the right side.
5. There are raised edges along the top and bottom sides.
6. A horizontal slot is positioned parallel to the bottom edge.
7. The central divider extends from the top to the bottom edge.
8. Several smaller holes are arranged symmetrically around the central opening.
9. The central rectangular opening aligns with the dividing line.
10. A horizontal support beam intersects the central opening."
M58-選擇開關固定板,"1. The component has an L-shaped metal bracket configuration.
2. This part features a large central circular hole.
3. There is a rectangular slot near the bottom edge.
4. The part includes small circular holes near the corners.
5. It has a smooth, continuous curve along the top edge.
6. The L-shape corner has a sharp angle.
7. Raised edges are present along the longer sides.
8. A flat protruding edge runs along the top.
9. The central circular hole is surrounded by smaller holes arranged symmetrically.
10. The rectangular slot is positioned parallel to the longer side."
M58-集電臂固定座,"1. The component has a rigid L-shaped structure.
2. This part features a large circular hole located centrally.
3. There is a rectangular slot positioned near the bottom edge.
4. The part has raised edges along the longer side.
5. Four circular holes are arranged in a square pattern around the central hole.
6. There is a rectangular slot aligned parallel to the longer side of the L-shape.
7. The part has flat protruding edges on the left and right sides.
8. Several smaller holes are arranged symmetrically around the central opening.
9. The rectangular slot is positioned adjacent to the right edge.
10. Holes are symmetrically distributed along the L-shaped structure."
M58-集電軌側走行機身,"1. The component has a rigid L-shaped structure with a flat base and vertical extension.
2. This part features a large central circular hole aligned with the L-shape bend.
3. There is a small rectangular slot near the top edge.
4. The part contains multiple small circular holes distributed around the central area.
5. There is a rectangular slot near the left edge.
6. A small rectangular slot is positioned near the bottom edge.
7. The part has raised edges along the longer sides for structural support.
8. Several smaller holes are arranged symmetrically around the central opening.
9. The large central circular hole is surrounded by a cluster of smaller holes.
10. Rectangular slots are positioned parallel to the longer side of the L-shape."
M58-電池固定架1,"1. The component has an L-shaped metal bracket configuration.
2. This part features a large rectangular cutout in the center.
3. It contains one large circular hole near the bottom.
4. There is a rectangular slot near the bottom edge.
5. The part has raised edges along the vertical sides.
6. Several smaller holes are arranged around the central opening.
7. The large circular hole is aligned with the central axis of the L-shape.
8. Small circular holes are symmetrically placed on opposite corners.
9. The rectangular slot is positioned parallel to the longer side of the L-shape.
10. The large circular hole is positioned above the rectangular slot."
M58-電池固定架2,"1. The component has an L-shaped metal bracket configuration.
2. This part features a central rectangular slot.
3. There is a rectangular slot positioned parallel to the longer side.
4. The part includes a small circular hole near the top corner.
5. It contains a small rectangular slot near the bottom edge.
6. There is a large circular hole positioned centrally.
7. The part has raised edges along the vertical side.
8. A protruding tab is aligned with the top edge of the bracket.
9. Several smaller holes are arranged symmetrically around the central opening.
10. The rectangular slot is aligned parallel to the longer side of the L-shape."
M58-驅動側FORK機身,"1. The component is an elongated rectangular metal plate.
2. This part features a central rectangular cutout.
3. There are multiple elongated slots along the length.
4. The part has raised edges along the longer sides.
5. Several smaller holes are arranged symmetrically around the central opening.
6. There is a large rectangular slot near the top edge.
7. The part has protruding tabs on the left and right sides.
8. Series of evenly spaced holes are along the top edge.
9. The central rectangular cutout is aligned with the main rectangular shape.
10. Rectangular slots are positioned parallel to the longer sides."
M58-驅動側外殼,"1. The component is an L-shaped metal bracket with a rectangular profile.
2. This part features a central rectangular cutout.
3. There is a small circular hole near the top right corner.
4. A rectangular slot is positioned towards the upper right corner.
5. The part has raised edges along the top and bottom sides.
6. Several smaller holes are arranged around the central opening.
7. There is a rectangular cutout on the left side.
8. A small rectangular slot is near the top edge.
9. The rectangular cutout is positioned centrally.
10. A small circular hole is near the bottom left corner."
