class_name,batch_idx,global_shape,holes_slots,protrusions,relative_positions
M58-Fork馬達固定板,12,"L-shaped metal bracket configuration.
Main body features a rigid structure with a large circular hole in the center.
Features a rectangular cutout near the bottom right corner.","One large circular hole located centrally.
Multiple small rectangular slots near the edges.
Small square slot positioned near the top edge.
Narrow rectangular slot on the right side.
Rectangular slot near the left edge.
Central circular cutout with a stepped design.
Several smaller holes distributed around the perimeter.
Small notch on the left side.
Smaller rectangular slot near the bottom edge.
Smaller circular hole near the bottom.
Smaller circular hole on the left side.
Triangular cutout on the upper side.
Rectangular slot on the lower section.
Smaller circular hole adjacent to the main hole.
Protruding lip along the bottom edge.
Rectangular slot on the lower section.
Smaller circular hole near the top.
Rectangular slot near the top edge.
Rectangular slot on the lower section.
Smaller circular hole near the bottom edge.","Protruding tab on the right side.
Raised edges along the top side.
Raised edge along the left side.
Protruding lip on the top edge.
Raised edges along the top and bottom.
Four mounting holes positioned at the corners.
Protruding lip on the top right corner.
Protruding section on the right side.
Flat protruding section at the top.
Raised edges along the bottom side.
Notch on the upper side.
Flat base with a protruding arm.
Rectangular cutout near the bottom left corner.
Flat base with a slight upward curve at the front.
Protruding section at the top right corner.","Several smaller holes arranged around the central opening.
Rectangular slot aligned parallel to the longer edge.
Rectangular hole aligned with the right side of the component.
Small square slot positioned adjacent to the rectangular hole.
Rectangular slot adjacent to the square cutout.
Central circular hole surrounded by smaller circular holes.
Rectangular cutout aligned parallel to the horizontal edge.
Rectangular slot positioned adjacent to the circular hole.
Protruding section aligned with the rectangular cutout.
Rectangular hole positioned centrally on the flat side.
Smaller square hole located near the bottom edge, adjacent to the rectangular slot.
Rectangular slot positioned below the main body.
Circular hole centrally aligned with the slots.
Rectangular slots positioned on opposite sides of the bracket.
Rectangular slot aligned parallel to the main edge.
Rectangular slot aligned parallel to the base.
Circular hole centrally located between the two arms.
Rectangular slot aligned parallel to the longer side of the L-shape.
Smaller holes evenly spaced around the central circular hole."
M58-Fork馬達固定板,13,"L-shaped metal bracket configuration.
Main body features a large rectangular cutout in the center.
Flat base with slight overhang.","One large circular hole centrally located.
Multiple small rectangular slots near edges.
Smaller rectangular slot near bottom edge.
Semi-circular indentation on one end.
Rectangular slot near top edge.","Raised edges along the longer side.
Protruding tab on the right side.
Notch on the top right corner.
Flat base with slight upward curve at the front.","Rectangular slot positioned above circular hole.
Rectangular slot aligned parallel to longer side.
Circular hole centrally located with smaller holes around it.
Rectangular slot positioned adjacent to circular hole.
Raised edges aligned parallel to main body."
M58-Fork馬達固定板,14,"L-shaped metal bracket.
Rectangular base with a flat top surface.
Large rectangular slot near the top edge.
Large rectangular cutout on the left side.
Large circular hole in the center.","One large circular hole centrally located.
Multiple small circular holes arranged around the central opening.
Small rectangular slot near the bottom edge.
Rectangular slot near the top edge.
Rectangular cutout on the side.","Raised edges along the sides.
Protruding tab on the right side of the rectangular cutout.
Protruding tab on the left side.
Small notch on the left side near the bottom.
Triangular cutout near the bottom left corner.","Circular hole centrally positioned with slots on the sides.
Rectangular slots located on both the top and bottom edges.
Small circular holes aligned vertically near the cutout.
Rectangular slot near the top positioned on the upper arm.
Rectangular slot positioned parallel to the longer side."
M58-Fork馬達固定板,15,"L-shaped metal bracket.
Rectangular base with a flat top surface.
Large circular hole in the center.
Large rectangular slot near the bottom edge.","One large circular hole centrally located.
Multiple small holes around the central opening.
Rectangular slot near the bottom edge.
Rectangular slot near the top edge.
Four mounting holes on the corners.","Raised edges along the sides.
Protruding tab on the right edge.
Notch on the bottom left side.
Protruding section on the left edge.","Circular hole centrally aligned with the rectangular slot.
Rectangular slot aligned parallel to the longer edge.
Mounting holes evenly spaced around the perimeter.
Circular hole positioned towards the left or right end.
Rectangular slot positioned parallel to the bottom edge."
M58-Fork馬達固定板,16,"L-shaped metal bracket.
Rectangular base with a flat top surface.
Large rectangular slot near the top edge.
Large circular hole in the center.","One large circular hole in the center.
Smaller rectangular slot near the bottom edge.
Small circular hole near the right side.
Four mounting holes at the corners.
Rectangular slot near the right edge.
Small circular hole near the top.
Small circular hole on the left side.
Small circular hole near the bottom right corner.
Small rectangular cutout near the bottom right.","Raised edge along the longer side.
Protruding tab on the left side.
Flat protrusion on the left side.
Raised edge along the bottom.
Protruding lip on the left side.
Raised edges along the top and bottom.
Small notch on the bottom left corner.
Protruding section on the top right corner.
Notch on the bottom right side.
Protruding tab on the right side.
Protruding tab on the lower right side.","Rectangular slot positioned above the circular hole.
Notch aligned with the rectangular slot on the side.
Rectangular slot aligned parallel to the longer edge.
Small square hole adjacent to the rectangular opening.
Circular hole surrounded by four smaller holes.
Rectangular slot aligned parallel to the shorter side.
Circular hole positioned centrally on the longer side.
Rectangular slot positioned parallel to the longer side of the L-shape.
Semi-circular cutout located on the vertical section of the L-shape.
Rectangular slot positioned parallel to the bottom edge.
Circular hole positioned towards the left end.
Rectangular slot positioned adjacent to the central hole.
Rectangular slot positioned parallel to the base.
Central hole aligned with the main body of the bracket.
Rectangular slot positioned near the right edge.
Small circular hole located on the right side near the corner.
Rectangular slot positioned adjacent to the left protrusion."
M58-Fork馬達固定板,17,"L-shaped metal bracket configuration.
Main body features a rigid structure with a flat top surface.
Central rectangular cutout.","One large circular hole located centrally.
Multiple small circular holes arranged around the central opening.
Rectangular slot near the bottom edge.
Rectangular slot near the top edge.
Triangular cutout on the left side.
Smaller rectangular slot near the top edge.","Raised edges along the sides.
Protruding tab on the right side.
Flat top and bottom surfaces.
Triangular notch on the right end.","Rectangular slot positioned adjacent to the circular hole.
Rectangular slot aligned parallel to the longer side.
Smaller circular holes located near the left side.
Rectangular slot positioned above the central circular hole.
Raised edges provide structural support along the L-shape."
M58-Fork馬達固定板,18,L-shaped metal bracket with a large rectangular slot near the top edge.,"One large circular hole located centrally.
A smaller rectangular slot near the bottom edge.
Several smaller holes arranged around the central opening.
Raised edges along the sides.","Flat surface with a slight overhang on one side.
Curved protrusion on the bottom right.","The rectangular slot is aligned parallel to the longer side.
The circular hole is positioned centrally between the two arms."
M58-SENSOR固定片(減速、急停),1,"L-shaped metal bracket with a wide base that narrows towards the top.
Vertical rectangular shape with a tapered top.
Flat base with a slight overhang and a flat protruding top edge.","One large circular hole in the center.
Two small circular holes near the top section.
Small circular hole positioned below the large one.
Rectangular slot near the bottom edge.
Central elongated slot.
Rectangular cutout on the lower side.
Single circular hole near the top left corner.
Small circular hole near the bottom right corner.","Raised edges along the longer side.
Flat protruding top edge.
Smooth transition between the two arms.
Flat surface on the longer side.
Raised edge along the vertical side.
Smooth, flat protrusion along the longer side.
Central vertical protrusion extending upwards.","The two circular holes are aligned vertically near the top.
The rectangular slot is positioned parallel to the longer side.
The smaller hole is positioned above the central hole.
The rectangular slot is aligned parallel to the base.
The large circular hole is aligned with the shorter arm.
The holes are symmetrically placed on the L-shaped structure.
The rectangular slot is positioned adjacent to the circular hole.
The holes are symmetrical with respect to the component's center."
M58-SENSOR固定片(減速、急停),2,"L-shaped metal bracket configuration.
Vertical rectangular shape with a triangular top section.
Main body features a rigid structure.","One large circular hole located centrally.
Multiple small circular holes near the top.
Rectangular slot near the bottom edge.
Two small holes aligned vertically on the side.
Small circular hole near the bottom right corner.
Two smaller holes positioned symmetrically at the bottom.","Raised edge along the top side.
Raised edge along the vertical side.
Flat protruding section at the top.
Slight overhang on the top section.
Flat top surface with a slight overhang.","Two small holes aligned horizontally near the top.
Rectangular slot positioned parallel to the bottom edge.
Two smaller holes arranged symmetrically near the bottom.
Central circular hole positioned directly below the triangular protrusion.
Two circular holes on the lower section aligned horizontally.
Central hole positioned above the rectangular slot.
Two small holes evenly spaced on the vertical side."
M58-SENSOR固定片(減速、急停),3,"L-shaped metal bracket with a rectangular base and triangular top section.
Vertical rectangular shape with a triangular top section.
Tapered trapezoidal shape.","One large circular hole centrally located.
Two small circular holes near the top, aligned horizontally.
Two small circular holes at the bottom, aligned horizontally.
Rectangular slot near the bottom edge.
Small circular hole near the top edge.
Small circular hole near the bottom right corner.
Two small oval slots on the angled side.","Raised edge along the top side.
Flat protruding edge along the vertical side.
Flat protruding edge along the horizontal side.
Slight protrusion on the right side.
Smooth, flat surface on the base.","The large circular hole is centrally located on the rectangular base.
The two small circular holes near the top are aligned horizontally.
The two small circular holes at the bottom are aligned horizontally.
The rectangular slot is located near the bottom edge.
The central hole is aligned with the rectangular slot.
The two small holes near the top are aligned horizontally.
The large circular hole is positioned centrally on the longer side.
The smaller hole is located near the corner of the L-shape."
M58-SENSOR固定片(減速、急停),4,"L-shaped metal bracket configuration.
Main body features a rigid structure with a flat base and a vertical arm.
The component has a tapered rectangular shape on one side.","One large circular hole located centrally.
Multiple small circular holes near the top and bottom edges.
A large rectangular opening at the top.
Rectangular slots near the bottom edge and on the vertical side.","Raised edge along the vertical side.
Slight overhang on the top edge.
Flat protruding edge along the top.
Flat base extending horizontally.","Two smaller holes are arranged symmetrically near the bottom.
The central hole is aligned with the vertical axis of the L-shape.
The rectangular slot is positioned below the central hole.
The two circular holes are evenly spaced on the vertical side.
The rectangular slot is aligned parallel to the base edge."
M58-SENSOR固定片(減速、急停),5,"L-shaped metal bracket with a flat top.
Rectangular base with a flat top.
Large rectangular opening at the bottom.
Central circular hole aligned with the bend.","One large circular hole in the center.
Two small circular holes near the top edge.
Rectangular slot on the lower side.
Smaller circular hole positioned below the larger one.
Rectangular slot near the bottom edge.
Small oval slot positioned on the horizontal section.
Small oval slot positioned on the shorter side.","Raised edge along the longer side.
Smooth transition between the flat and angled sections.
Raised edge along the vertical side.
Smooth edge on the shorter side.
Raised edges along the shorter side.
Slight protrusion at the end of the horizontal section.
Raised edges along the longer side.","Larger hole aligned parallel to the longer edge.
Smaller holes arranged symmetrically around the central area.
Circular holes positioned symmetrically on the top edge.
Rectangular slot located adjacent to the angled section.
Central hole aligned with the top edge.
Two smaller holes arranged symmetrically near the bottom.
Rectangular slot aligned parallel to the longer side of the L-shape.
Larger hole centrally aligned with the smaller hole below it.
Rectangular opening aligned with the flat protruding section."
M58-SENSOR固定片(減速、急停),6,"L-shaped metal bracket with a flat top surface.
Features a large circular hole in the center.
Large rectangular hole near the top.
Flat base with a protruding arm.","One large circular hole located centrally.
Two small circular holes near the top corners.
Rectangular slot near the bottom edge.
Small circular hole near the bottom left corner.
Two small holes aligned vertically on the flat base.
Small oval slot positioned near the bottom.","Raised edge along the vertical side.
Flat protrusion along the side.
Raised edge along the bottom side.
Raised corner on the top left.
Flat protrusion along the bottom side.","The central hole is aligned with the vertical slot.
The rectangular slot is positioned parallel to the base.
The central hole is positioned between the two arms of the L-shape.
The rectangular slot is aligned parallel to the arm.
The larger hole is situated at the top left corner of the L-shape.
The smaller hole is located near the bottom right corner of the L-shape.
The two small holes are aligned horizontally near the top.
The rectangular slot is positioned below the circular holes."
M58-SENSOR固定片(減速、急停),7,"L-shaped metal bracket configuration.
Main body features a rigid structure.
Tapered trapezoidal form in some instances.
Rectangular base with a flat top surface.","One large circular hole located centrally.
Multiple small circular holes near the top.
Large rectangular opening at the top.
Rectangular slot near the top edge.
Small oval slot positioned along the side.
Single circular hole positioned centrally on the upper section.
Rectangular slot near the bottom edge.
Two small circular holes aligned vertically on the upper section.
Two small circular holes at the bottom.","Raised edge along the bottom side.
Raised edges along the longer side.
Flat protrusion on the longer side.
Raised edge along the right side.
Raised edges along the sides of the L-shape.
Protruding tab on the right side.
Flat protruding edge along the vertical side.
Raised edge along the vertical side.","Rectangular slot positioned adjacent to the circular holes.
Central hole flanked by two smaller holes on the longer side.
Rectangular slot positioned parallel to the shorter side.
Rectangular slot positioned adjacent to the larger circular hole.
Larger hole positioned above the smaller one.
Protruding tab located on the right side of the bracket.
Rectangular slot positioned near the corner of the L-shape.
Two small holes positioned close to the rectangular slot.
Central hole aligned vertically with the base of the part.
Larger hole aligned horizontally with the vertical edge.
Two circular holes positioned symmetrically at the bottom.
Larger hole at the bottom centrally aligned with the top holes."
M58-SENSOR固定片(減速、急停),8,"Rectangular metal plate with a flat top surface.
L-shaped metal bracket configuration.
Rectangular base with a flat top surface.
Rectangular L-shaped profile.","Two small circular holes near the top.
Two small circular holes near the bottom.
One large circular hole positioned centrally.
Two small circular holes at the bottom corners.
Small rectangular slot near the top edge.
Large rectangular cutout on the lower side.","Slight protrusion on the top right corner.
Raised edge along the top side.
Raised edges along the sides.
Protruding tab on the top left corner.
Smooth transition between the flat and angled surfaces.","The holes are aligned along the vertical axis of the plate.
The two small holes are aligned horizontally near the bottom.
The rectangular cutout is positioned centrally on the lower side.
The central circular hole is aligned with the bend of the L-shape.
The smaller holes at the bottom are symmetrically placed relative to the central hole."
M58-SENSOR固定片(減速、急停),9,"L-shaped metal bracket with a rectangular profile.
Flat base extending from one side, with a slight curve on one side.
Smooth transition between flat and curved sections.
Flat surface with slight overhang at the top.","Two small circular holes near the top.
Two small circular holes near the bottom.
One large circular hole positioned centrally.
Small rectangular slot near the top edge.
Small rectangular slot near the bottom edge.","Slight protrusion along the vertical edge.
Small notch on the horizontal base.
Raised edge along the longer side.
Raised edge along the vertical side.
Flat protruding section at the top.","Two circular holes are vertically aligned.
Rectangular slot is aligned parallel to the longer side.
Larger hole is positioned above the smaller holes.
Holes are symmetrically placed on the lower section.
Rectangular slot is positioned below the central hole."
M58-SENSOR固定片(減速、急停),10,"L-shaped metal bracket with a flat base and vertical section.
Rectangular metal plate with a slight overhang on the top.
Central large circular hole with smaller holes around it.
Flat protruding section extending from the horizontal section.","One large circular hole in the center.
Two small circular holes aligned vertically.
Rectangular slot near the bottom edge.
Small circular hole near the top edge.
Small circular hole near the bottom right corner.
Small circular hole near the bottom left corner.
Small oval slot on the side.","Flat protrusion on the bottom.
Flat protrusion on the right side.
Flat protrusion on the top corner.
Raised edges along the vertical side.
Raised edges along the shorter side.
Raised edge along the left side.
Protruding lip on the top left corner.","Large circular hole centrally located with smaller holes around it.
Rectangular slot positioned near the bottom edge of the vertical side.
Small circular hole aligned vertically with the larger one.
Flat base extends outward from the vertical section.
Flat protrusion positioned at the end of the horizontal section.
Rectangular slot positioned below the central circular hole.
Two circular holes evenly spaced along the vertical section."
M58-SENSOR固定片(減速、急停),11,"L-shaped metal bracket configuration.
Flat rectangular base with a slight taper towards the bottom.
Rigid structure with a right angle between the two flat surfaces.","Two small circular holes near the top.
One large central circular hole.
Rectangular slot near the bottom edge.
Small circular hole near the top edge.
Flat surface with a slight bend.","Raised edges along the sides.
Slight protrusion along the longer side.
Flat protrusion on the bottom edge.
Slightly raised top edge.","Two circular holes symmetrically aligned horizontally.
Holes evenly spaced apart on the component.
Rectangular slot aligned parallel to the longer side.
L-shape creates a right angle between the two flat surfaces.
Circular holes aligned parallel to the longer edge."
M58-SENSOR固定片(減速、急停),12,"L-shaped metal bracket configuration.
Main body features a flat surface with a slight bend forming the L-shape.
Flat base extending from the L-shape.","One large circular hole in the upper section.
Smaller circular hole positioned below the large hole.
Rectangular slot near the bottom edge.
Two circular holes near the top section.
Several smaller holes arranged symmetrically on the horizontal section.","Raised edges along the vertical side.
Protruding edge on the top side.
Flat and uniform profile with no protrusions.","The two circular holes are aligned vertically in the upper section.
The rectangular slot is positioned parallel to the bottom edge.
The smaller hole is positioned above the central hole.
The holes are aligned vertically along the top section.
The holes on the lower section are positioned symmetrically."
M58-SENSOR固定片(減速、急停),13,"L-shaped metal bracket configuration.
Main body features a rigid structure.
Rectangular metal plate with an L-shape.","One large circular hole located centrally.
Two small circular holes near the top section.
Two circular holes aligned vertically.
Rectangular slot at the top.
Small circular hole near the bottom edge.
Rectangular slot near the bottom edge.","Raised edge along the vertical side.
Protruding lip at the top corner.
Flat protruding edge along the vertical side.
Smooth, flat surface along the longer side.","Smaller hole positioned below the central hole.
Rectangular slot aligned with the top circular hole.
Two smaller holes arranged symmetrically on the lower section.
Holes positioned symmetrically on both sides of the bend.
Rectangular slot positioned parallel to the longer side."
M58-SENSOR固定片(減速、急停)-2,1,"L-shaped metal plate with rounded corners.
Features a rectangular shape with elongated slots.
Main body has a flat surface with minimal protrusions.","One large circular hole near the bottom right corner.
Smaller circular hole positioned below the larger one.
Two elongated slots aligned vertically.
Rectangular slot oriented horizontally near the top.
Smaller rectangular slot below the larger one.
Central elongated slot.","Raised edges along the top and bottom sides.
Slightly raised edges for structural support.
Smooth contour along the sides.
Flat protrusion on the right side.","Slots and holes are symmetrically arranged on the L-shaped structure.
Larger hole is situated towards the lower right side.
Smaller hole is directly below the larger one.
Slots are evenly spaced along the vertical axis.
Circular holes are positioned symmetrically on the lower side.
Rectangular slot is positioned centrally on the front side."
M58-SENSOR固定片(減速、急停)-2,2,"Rectangular shape with rounded corners.
L-shaped metal bracket configuration.
Flat, elongated rectangular form.","Two elongated slots aligned vertically.
Large circular hole positioned centrally.
Single circular hole near the top.
Rectangular slot near the top edge.
Horizontal slot near the top edge.
Smaller rectangular slot below the larger one.
Central rectangular cutout.
Small circular hole near the top left corner.
Small circular hole near the top right corner.","Smoothly rounded edges.
Slightly raised edges forming a border.
Flat surface with minimal protrusions.
Consistent thickness throughout the structure.
Raised edges along the right side.
Slightly raised edge along the left side.","Two elongated slots are evenly spaced vertically.
Circular holes are positioned symmetrically on opposite sides.
Slots and holes are centrally aligned within the L-shape.
Slots are parallel to each other and aligned with the component's center.
Larger slot is positioned closer to the top edge.
Smaller holes are located towards the bottom right corner.
Smaller slot is positioned directly below the larger slot.
Small circular hole is positioned below the central opening."
M58-SENSOR固定片(減速、急停)-2,3,"Rectangular metal plate with rounded corners.
Flat, elongated rectangular shape.
L-shaped metal piece.
Central oval-shaped cutout.","Two elongated slots aligned vertically.
One large rectangular slot near the top edge.
Central oval-shaped hole.
Small circular holes near the top corners.
Smaller rectangular slot positioned below the central oval cutout.
Two small circular holes at the bottom corners.
One large horizontal slot near the top.
Smaller horizontal slot positioned below the first slot.
Central elongated slot.","Slightly raised edges along the perimeter.
Raised edge along the left side.
Raised edge along the bottom side.
Smooth, flat surface with no additional protrusions.","Two elongated slots are vertically aligned with the central oval cutout.
The smaller hole is positioned to the left of the larger hole.
The larger slot is centered horizontally on the component.
The circular holes are located symmetrically at the lower corners.
The smaller circular holes are aligned horizontally near the bottom.
The larger rectangular slot is positioned above the smaller one.
The small circular hole is aligned horizontally with the central slot.
The rectangular slots are centered horizontally on the component."
M58-SENSOR固定片(減速、急停)-2,4,"Rectangular metal plate with rounded corners.
L-shaped metal piece.
Flat, elongated rectangular shape.","Two elongated slots aligned vertically near the center.
Large rectangular slot near the top edge.
Central rectangular slot oriented horizontally.
Smaller rectangular slot positioned below the larger one.
Small circular holes near the top left and right corners.
Small circular holes near the bottom left and right corners.
Two small circular holes at the bottom, evenly spaced apart horizontally.","Slightly raised edges along the component.
Smooth, flat surfaces along the sides.
Uniform thickness throughout the component.","Slots and holes are symmetrically arranged on the component.
The larger slot is centrally located, with the smaller hole near the top right.
The two small holes are symmetrically placed on opposite sides.
The rectangular slot is aligned parallel to the longer side.
The smaller slot is directly below the larger slot.
The two elongated slots are evenly spaced apart.
The circular holes are positioned diagonally from each other."
M58-SENSOR固定片(減速、急停)-2,5,"L-shaped metal piece with a rectangular body and rounded corners.
Flat, elongated rectangular shape with a central elongated slot.
Rectangular shape with rounded corners and two elongated slots aligned vertically.","One large rectangular slot near the top edge.
Two elongated slots aligned vertically near the top.
Small circular holes near the bottom left and right corners.
Central elongated slot with a smaller slot positioned below it.
Large oval slot near the top with a smaller rectangular slot below it.","Slightly raised edge along the longer side.
Smooth contour along the sides.
Slightly raised edges along the longer sides.
Flat surface with no additional protrusions.
Consistent thickness throughout the structure.","Rectangular slot aligned parallel to the longer side.
Two small holes symmetrically placed on either side of the central slot.
Rectangular slot positioned above the circular holes.
Slots centrally located on the face of the component.
Circular holes positioned directly beneath the slots.
Oval slot aligned parallel to the longer side of the component.
Central slot aligned parallel to the longer side.
Oval hole situated above the rectangular cutout."
M58-SENSOR固定片(減速、急停)-2,6,"Rectangular metal plate with rounded edges.
L-shaped profile with a flat, elongated rectangular shape.
Central elongated slot with two elongated slots aligned vertically.
Large rectangular slot near the top edge.","One large oval-shaped hole near the top.
Central rectangular cutout with a smaller rectangular slot above it.
Two small circular holes at the bottom corners.
Smaller rectangular slot positioned below the central hole.
Large horizontal slot near the top with a smaller vertical slot below it.","Slightly raised edges along the length of the component.
Raised edge along the left side.
Raised edge along the right side.
Raised edge along the bottom side.
Raised edge along the top side.","Central rectangular cutout flanked by two elongated slots.
Two smaller holes positioned symmetrically near the bottom.
Two small holes symmetrically placed around the central oval hole.
Central slot aligned horizontally across the middle.
Circular holes vertically aligned with the central slot.
Smaller vertical slot centered between the two elongated slots.
Larger slot positioned centrally on the face with a smaller slot below it.
Oval hole aligned parallel to the longer side of the component."
M58-SENSOR固定片(減速、急停)-2,7,"Rectangular shape with rounded edges.
Elongated rectangular form with a slight taper.
L-shaped metal bracket configuration.
Flat, elongated rectangular shape with a central slot.","One large oval hole near the top.
Central elongated slot.
Large rectangular cutout near the center.
Two small circular holes near the top.
Small circular holes near the bottom corners.
Smaller rectangular slot below the central slot.
Narrow rectangular slot near the bottom edge.
Small circular hole near the top left corner.
Small circular hole near the bottom right corner.","Slightly raised edges along the top side.
Protruding edge along the right side.
Subtle protrusions on the sides.
Raised edge along the vertical side.
Slight indentation along the bottom edge.","Oval hole centrally located with a rectangular slot above it.
Two small holes aligned vertically on the left side.
Small circular hole aligned parallel to the elongated slot.
Large rectangular cutout centrally located with smaller holes around it.
Smaller slot positioned directly beneath the central slot.
Two small circular holes symmetrically placed on opposite corners.
Larger rectangular cutout positioned centrally on the lower half.
Smaller slot located directly above the larger rectangular cutout.
Two small circular holes placed symmetrically near the top edge."
M58-SENSOR固定片(減速、急停)-2,8,"Rectangular shape with rounded corners.
Elongated rectangular plate.
Tapered rectangular shape.
L-shaped metal piece.","Large rectangular slot near the bottom.
Central elongated slot.
Large oval-shaped hole near the top.
Small circular holes near the top corners.
Medium-sized rectangular slot near the middle.
Small circular hole near the bottom right.
Large rectangular cutout in the middle.
Small rectangular slot near the bottom edge.
Horizontal slot near the top edge.
Small circular hole near the lower left corner.","Slightly raised edges for structural support.
Raised edge along the top side.
Slight protrusion along the bottom edge.
Flat protrusion on the shorter side.
Raised edge running parallel to the length.","Two slots are parallel to each other and aligned horizontally.
Circular holes are positioned diagonally opposite each other.
Rectangular slot is aligned parallel to the longer edge.
Small circular holes are symmetrically placed at the bottom.
Large oval cutout is centrally located with smaller holes around it.
Rectangular slot is positioned parallel to the elongated axis.
Small circular holes are aligned parallel to the elongated slot.
Rectangular slot is positioned diagonally opposite the small circular holes."
M58-SENSOR固定片(減速、急停)-2,9,"L-shaped metal bracket.
Rectangular shape with rounded corners.
Elongated rectangular bar with a slight taper.
Flat, elongated rectangular shape.","One large circular hole in the center.
Two elongated slots aligned vertically.
Large rectangular slot near the top edge.
Small circular holes near the bottom corners.
Smaller oval hole positioned below the central opening.
Rectangular slot near the bottom edge.
Large oval-shaped hole near the center.
Central elongated slot running along the length.","Raised edges along the vertical sides.
Slightly protruding edge along the left side.
Protruding tab on the left side.
Raised edge running along the length of the component.
Protruding lip on the shorter side of the rectangle.","Slots are evenly spaced vertically.
Rectangular slot positioned above the central circular hole.
Smaller holes are aligned horizontally at the bottom.
Larger oval hole aligned parallel to the tapered edge.
Rectangular slot positioned closer to the bottom hole.
Central slot flanked by two smaller holes on either side.
Smaller slots positioned symmetrically around the central oval hole."
M58-SENSOR固定片(減速、急停)-2,10,"Rectangular L-shaped profile.
Rectangular shape with rounded corners.
Central elongated slot.
Two elongated slots aligned vertically.","Small circular hole near the top.
Larger rectangular cutout on the side.
Two small circular holes at the bottom corners.
One large horizontal slot near the top.
Smaller horizontal slot positioned below the first slot.
Single large rectangular slot near the top.
Smaller rectangular slot positioned below the first slot.
Two elongated slots with smooth edges.
Central rectangular slot.","Raised edge along the left side.
Rectangular slot near the middle.
Slightly raised edges for structural support.
Flat surface with no additional protrusions.
Slightly raised edges.","Central slot aligned vertically with the larger cutout.
Smaller holes arranged symmetrically around the central slot.
Two slots evenly spaced within the rectangular body.
Circular holes located symmetrically at the lower corners.
Two slots evenly spaced vertically on the component.
Circular holes positioned diagonally opposite each other at the bottom.
Slots evenly spaced within the rectangular frame.
Slots positioned symmetrically along the vertical axis.
Slots centrally aligned with the component's main body.
Circular holes aligned horizontally with the slots."
M58-SENSOR固定片(減速、急停)-2,11,"Trapezoidal shape with rounded corners.
Rectangular metal plate with a flat top.
Component has a rectangular shape with rounded corners.","Two elongated slots aligned vertically near the top.
Two small circular holes near the top corners.
One large circular hole near the bottom left corner.
Smaller circular hole positioned to the right of the larger hole.
Horizontal rectangular slot in the middle section.
Another horizontal rectangular slot below the first one.","Slightly raised edges.
Smoothly rounded corners.
Symmetrical design with evenly spaced features.","Slots are positioned above the circular holes.
Circular holes are aligned horizontally at the bottom.
Rectangular slots are evenly spaced vertically.
Slots are positioned centrally on the component.
Circular holes are positioned directly below the slots."
M58-SENSOR固定片(減速、急停)-2,12,"Rectangular metal plate with rounded corners.
Trapezoidal shape with rounded corners.
Flat, L-shaped profile.
Central circular hole.","Two elongated slots aligned vertically.
One large circular hole near the bottom left corner.
Smaller circular hole positioned to the right of the larger hole.
Rectangular slot near the top edge.
Another rectangular slot located below the first slot.
Horizontal rectangular slot near the bottom.","Slightly raised edges.
Smooth transition between flat base and sloped sides.
Uniform thickness throughout.
Smoothly rounded corners.
Symmetrical design with respect to the vertical axis.","Slots are evenly spaced along the vertical axis.
Circular holes are positioned directly below the slots.
Holes are positioned symmetrically on the bottom corners.
Slots are parallel to each other and centrally located.
The larger slot is situated above the smaller slot.
The circular hole is centrally located between the two slots.
The overall geometry is symmetrical along the vertical axis."
M58-SENSOR固定片(減速、急停)-2,13,"Trapezoidal shape with a flat top.
Rectangular metal plate with rounded corners.
L-shaped metal bracket configuration.","Two elongated slots aligned vertically.
One large circular hole in the center.
Two small circular holes near the bottom.
Slots are parallel and evenly spaced.
Central horizontal slot with a smaller slot below it.","Slightly raised edges.
Smoothly contoured edges.
Flat surface with no additional protrusions.","Slots are centrally aligned with the component.
Circular holes are positioned directly below the lower slot.
Upper slot is closer to the top edge than the lower slot.
Slots are evenly spaced apart on the plate.
Circular holes are aligned horizontally with each other."
M58-SENSOR固定片(減速、急停)-2,14,"Flat rectangular shape with rounded corners.
Trapezoidal shape with a flat top.
L-shaped metal bracket configuration.","Central circular hole.
Two elongated slots aligned vertically.
Horizontal slot near the top.
Rectangular slot near the bottom edge.
Smaller circular hole near the top left or right corner.
Smaller slot positioned below the central slot.
Larger rectangular slot near the center or bottom.","Slightly raised edges along the top and bottom sides.
Flat protrusion on the right side.
Smooth, flat surface with no additional protrusions.
Subtle protrusion due to slightly raised edges.","Central slot positioned directly above the lower slot.
Circular holes symmetrically placed on opposite corners or bottom section.
Slots evenly spaced along the vertical axis or positioned centrally.
Rectangular slot positioned directly below the central hole.
Smaller hole positioned to the right of the central hole or adjacent to the rectangular slot."
M58-SENSOR固定片(減速、急停)-2,15,"Rectangular shape with rounded corners.
L-shaped metal bracket configuration.
Flat rectangular plate with defined edges.","Two elongated slots aligned vertically.
Central circular hole.
Horizontal slot near the top.
Two circular holes at the bottom corners.
Smaller slot positioned below the first one.
Single large rectangular slot near the top.
Smaller rectangular slot positioned below the first slot.","Slightly raised edges.
Smooth outer contour.
Raised edge along the left side.
Smooth, flat surface with no additional protrusions.","Slots are centrally aligned with the component's main body.
Circular holes are symmetrically placed on opposite corners.
Slots are positioned centrally between the top and bottom edges.
Slots are aligned parallel to the longer side of the L-shape.
Smaller slot is positioned directly above the larger slot."
