class_name,batch_idx,global_shape,holes_slots,protrusions,relative_positions
M58-下方護蓋1(從動側),6,"L-shaped metal piece with a flat rectangular sheet.
Long rectangular bar with a slight bend at the top.
Flat rectangular plate with a central elongated slot.","Series of evenly spaced small holes along the length.
Central circular hole.
Large rectangular slot near the bottom edge.
Small circular holes near the corners.
Rectangular slot positioned near the bottom right edge.
Small rectangular slot near one end of the bar.
Central rectangular cutout.","Protruding tab on the upper side.
Small protrusion on the top left side.
Flat protrusion on the bottom right corner.
Raised edges along the horizontal section.
Raised border along the perimeter.","Rectangular slot positioned centrally along the length.
Small holes arranged symmetrically around the central slot.
Rectangular slot positioned adjacent to the L-shaped bend.
Central slot aligned with the longer axis of the rectangle.
Elongated slot positioned horizontally across the middle."
M58-下方護蓋1(從動側),7,"L-shaped metal plate with a large rectangular cutout in the center.
Flat rectangular sheet with a series of evenly spaced holes along its length.
Elongated rectangular bar with a central rectangular slot.","One large circular hole located centrally.
Multiple small circular holes distributed along the side.
Series of evenly spaced holes along the length.
Central rectangular opening or slot.
Small rectangular slot near the bottom edge.
Long horizontal slot on the right side.","Raised edges along the top and bottom sides.
Two small protrusions on the left side.
Protruding tab at the bottom right corner.
Slight raised edge along the top.
Small notch at the corner of the L-shape.","Several smaller holes arranged symmetrically around the central slot.
The L-shape is formed by a vertical and a horizontal section.
The rectangular slot is positioned parallel to the longer side.
Holes are aligned parallel to the length of the bar.
The slot is positioned centrally along the bar's length."
M58-下方護蓋1(從動側),8,"Flat rectangular plate with a slight bend at the top.
Long rectangular bar with evenly spaced holes.
L-shaped metal piece with a rectangular slot near the bottom edge.
Elongated rectangular bar with a central elongated slot.","Series of evenly spaced small circular holes along the length.
Central circular hole.
Small rectangular slot near one end of the bar.
Large rectangular slot near the bottom edge.
Small circular holes distributed along the bar.
Small circular hole near the top left corner.
Small rectangular slot near the bottom left corner.
Small oval hole positioned towards the center.","Protruding tab on the right side.
Raised edges along the top and bottom sides.
Small protrusion on the left side.
Notch at the top left corner.
Slight indentation along the top side.
Raised border along the perimeter.","Rectangular slot positioned parallel to the longer side.
Small holes arranged symmetrically around the central slot.
Holes aligned parallel to the length of the bar.
Rectangular slot positioned closer to the shorter end of the bar.
Smaller holes arranged symmetrically around the central rectangular slot.
L-shaped structure with a protruding tab on the right side.
Rectangular slot positioned centrally along the length."
M58-下方護蓋1(從動側),9,"L-shaped metal bracket.
Long rectangular bar with a slight notch.
Flat rectangular sheet with a central elongated slot.
Series of evenly spaced holes along the length.","Large circular hole near the center.
Series of evenly spaced holes along the length.
Central elongated slot.
Small circular holes near edges and corners.
Rectangular slot near the bottom edge.","Raised edges along the vertical sides.
Small protrusions on the horizontal section.
Slight notch at the top right corner.
Raised edge along the left side.
Protruding tab on the left side.","Smaller holes arranged symmetrically around the central slot.
Rectangular slot positioned adjacent to the central hole.
Holes aligned parallel to the length of the bar.
Notch positioned at the opposite end of the elongated slot.
Slot positioned closer to the shorter end of the bar."
M58-下方護蓋1(從動側),10,"Straight rectangular bar with a uniform elongated shape.
L-shaped metal bracket with a right-angle bend.
Flat rectangular plate with a consistent width.","Series of evenly spaced small holes along the length.
Central large circular hole.
Single elongated slot near one end.
Rectangular slot near the top or bottom edge.
Small circular holes near the edges or corners.
Larger rectangular cutout in the middle section.","Raised edges along the vertical sides.
Protruding tab on the right side or upper right corner.
Slight protrusion along the top side.
Small notch on the bottom edge.
Raised edge along the longer side.","Slot aligned parallel to the length of the bar.
Circular hole centrally located along the bar's length.
Rectangular slot positioned parallel to the longer side.
Small holes evenly distributed along the length.
Rectangular slot near the bend of the L-shape.
Holes arranged symmetrically around the central slot or opening."
M58-下方護蓋1(從動側),11,"Elongated rectangular bar configuration.
L-shaped metal bracket structure.
Central rectangular cutout feature.","Series of evenly spaced holes along the length.
Large circular hole in the center.
Small rectangular slot near one end.
Long horizontal slot along the bottom.
Small circular holes near the top edge.
Rectangular slot near the top edge.
Narrow elongated slot at the bottom.
Small circular hole on the left side.","Raised edges along the sides.
Protruding tab on the right side.
Small protrusions on the shorter sides.
Raised border along the perimeter.
Slight protrusion along the top edge.","Rectangular slot positioned closer to the narrower end.
Large cutout centrally located on the bar.
Smaller holes aligned parallel to the main body.
Notch located at the opposite end of the rectangular slot.
Small holes arranged around the central opening.
Rectangular slot positioned parallel to the base.
Holes aligned in a straight line along the bar.
Slot positioned closer to the shorter end of the bar."
M58-下方護蓋1(從動側),12,"L-shaped metal bracket configuration.
Straight rectangular bar with evenly spaced holes.
Flat rectangular plate with central elongated slot.","Series of evenly spaced small holes along the length.
Central rectangular cutout.
Small circular holes near edges and corners.
Long horizontal slot on the right side.
Large rectangular slot near the center.","Raised ridge along the left side.
Protruding tab on the top right corner.
Raised edge along the top border.
Small raised edge along the bottom side.
Notch cut out from the bottom right corner.","Holes aligned parallel to the length of the bar.
Rectangular slot positioned closer to the shorter end.
Small holes arranged symmetrically around the central slot.
Notch and slot positioned on opposite ends of the bar.
Rectangular slot aligned parallel to the longer side of the L-shape."
M58-下方護蓋1(從動側),13,"L-shaped metal piece with a right-angle bend.
Flat rectangular sheet with a central rectangular cutout.
Long rectangular slot along one side.
Central rectangular slot with a large circular hole.","Series of evenly spaced small holes along the length.
Small circular hole near the left edge.
Large circular hole in the center.
Rectangular slot near the top edge.
Small oval slot on the side.
Large rectangular slot near the bottom edge.
Small circular hole near the top left corner.","Protruding tab on the shorter side.
Raised edges along the sides.
Small protrusion on the bottom right side.
Raised edge along the longer side.
Protruding tab at the corner.
Raised border along the perimeter.","L-shaped bend at the junction of the two sides.
Rectangular slot positioned above the central hole.
Small circular hole positioned adjacent to the rectangular slot.
Several small holes arranged symmetrically around the central slot.
Notch at the end of the longer side.
Rectangular slot aligned parallel to the longer side."
M58-下方護蓋1(從動側),14,"Flat rectangular plate with a central elongated slot.
L-shaped metal piece with a consistent thickness.
Elongated rectangular bar with a uniform width.
Flat rectangular sheet with a slight notch at the top corner.","Series of evenly spaced holes along the length.
Small circular hole near the top left corner.
Large rectangular slot near the bottom edge.
Narrow elongated slot running parallel to the longer edge.
Small circular hole near the top edge.
Large rectangular cutout in the middle.
Single small circular hole near one end.","Raised edge along the left side.
Protruding tab on the right side.
Raised border along the perimeter.
Two small protrusions on the shorter sides.
Slight indentation on the top edge.","Several smaller holes aligned vertically near the center.
Rectangular slot positioned centrally on the component.
Central slot aligned with the longer axis of the rectangle.
Holes aligned parallel to the length of the bar.
Rectangular slots positioned symmetrically along the bar.
Elongated slot aligned parallel to the longer side.
Holes distributed evenly along the length.
Circular hole aligned parallel to the longer side.
Rectangular slot positioned centrally along the bar.
Rectangular slot positioned adjacent to the bend."
M58-下方護蓋1(從動側),15,"L-shaped metal bracket configuration.
Elongated rectangular bar with a central rectangular slot.
Flat rectangular plate with a right-angle bend.","One large circular hole in the center.
Series of evenly spaced holes along the length.
Small circular hole near the top edge.
Rectangular slot near the bottom edge.
Small oval slot on the side.
Central elongated slot.","Raised edge along the shorter side.
Protruding tab at the end of the longer side.
Flat surface with no protrusions.
Slight bend near the middle section.
Two protruding tabs on the longer side.","Rectangular slot positioned parallel to the longer edge.
Holes arranged symmetrically around the central slot.
Slot located adjacent to the L-shaped bend.
Notch positioned at the top right corner.
Slot runs parallel to the longer side of the bar."
M58-下方護蓋1(從動側),16,"L-shaped metal piece.
Elongated rectangular bar.
Flat rectangular plate.
Central rectangular slot.
Large rectangular cutout.","One large circular hole in the center.
Series of evenly spaced holes along the length.
Small circular holes near edges or corners.
Rectangular slot near the bottom edge.
Narrow elongated slot along one side.
Rectangular slot positioned near the top edge.
Small oval hole near the bottom right corner.","Raised edges along the sides.
Protruding tab on the right side.
Small notch on the left side.
Raised edge along the bottom.
Protruding tab at the bottom left corner.","Rectangular slot positioned parallel to the longer edge.
Small circular holes near the left side.
Rectangular slot positioned near the top edge.
Small circular hole positioned adjacent to the central slot.
Several smaller holes aligned parallel to the main slot."
M58-下方護蓋1(從動側),17,"Flat rectangular plate with a central elongated slot.
L-shaped metal bracket configuration.
Elongated rectangular bar with a right-angle bend.","Series of evenly spaced small circular holes along the length.
Central large circular hole.
Narrow slot running parallel to the longer edge.
Small rectangular slot near the top edge.
Rectangular slot near the bottom edge.
Small oval slot positioned near the bottom.","Raised edges along the bottom side.
Two protruding tabs on the right side.
Slight notch at the top right corner.
Raised edges along the longer sides.
Protruding tabs at both ends of the component.","Central slot aligned with the longer side of the rectangle.
Smaller holes arranged symmetrically around the central slot.
Rectangular slot aligned parallel to the longer side.
Holes evenly spaced, maintaining uniform intervals.
Rectangular slot positioned adjacent to the central hole.
Notch positioned at a slight angle from the main body."
M58-下方護蓋1(從動側),18,"L-shaped metal plate configuration.
Rectangular bar with evenly spaced holes.
Elongated rectangular plate with central circular hole.
Rectangular base with protruding tab on one side.","Series of evenly spaced holes along the length.
Central circular hole.
Rectangular cutout near the middle section.
Small rectangular slot near the top edge.
Rectangular slot positioned near the bottom edge.
Large rectangular slot towards the center.
Small circular hole near the top left corner.
Small slot near the bottom edge.
Long rectangular slot positioned horizontally near the right edge.","Protruding tab at the bottom.
Protruding tab on the right side.
Small protrusion on the left side.
Slight notch at the top left corner.
Raised edges along the vertical sides.
Raised edge along the bottom side.
Slightly angled end with a notch.
Small notch on the top right corner.","Holes positioned at regular intervals along the bar.
Notch located at the shorter end of the rectangular bar.
Smaller holes arranged around the central opening.
Rectangular slot aligned parallel to the longer side.
Rectangular slot positioned adjacent to the circular hole.
Holes aligned parallel to the length of the bar.
Notch at the end positioned at a 45-degree angle.
Smaller holes arranged symmetrically around the central slot."
M58-下方護蓋1(從動側),19,"Elongated rectangular bar with a slight bend.
L-shaped metal plate with a central rectangular cutout.
Flat rectangular metal plate with evenly spaced holes.
Central elongated slot running vertically.","Series of evenly spaced small circular holes along the length.
Single large rectangular cutout near the center.
Small rectangular slot near the bottom edge.
Central elongated slot aligned parallel to the longer side.","Raised edges along the top and bottom sides.
Protruding tab at the bottom left corner.
Slight notch at the top right corner.
Two small protrusions on the left side.","Rectangular slot positioned adjacent to the bend.
Holes distributed uniformly along the length of the bar.
Smaller holes arranged symmetrically around the central area.
Rectangular slot aligned parallel to the longer side.
Protruding section at the top right corner."
M58-下方護蓋1(從動側),20,"L-shaped metal plate with a central circular hole.
Elongated rectangular plate with evenly spaced holes along its length.
Straight rectangular bar with a consistent width.","One large circular hole located centrally.
Series of evenly spaced holes along the length.
Rectangular slots near the bottom and top edges.
Small circular holes on the left side and near the top right corner.
Long rectangular slot positioned horizontally near the middle.","Raised edges along the top and bottom sides.
Two small protrusions on the left side.
Slight notch at one end.
Protruding tab on the right side.
Notch at the bottom left corner.","Smaller holes arranged around the central opening.
Rectangular slot aligned parallel to the longer side of the L-shape.
Holes aligned parallel to the length of the bar.
Notch positioned towards the upper right section.
Holes arranged symmetrically along the central axis."
M58-下方護蓋1(從動側),21,"L-shaped metal plate.
Flat rectangular sheet.
Vertical rectangular plate.","Series of evenly spaced small holes along the length.
Large circular hole in the center.
Rectangular slot near the bottom edge.
Small circular holes near the top left corner.
Rectangular slot near the bottom right edge.
Single elongated slot in the middle.
Rectangular slot positioned near the right edge.","Raised edge along the top side.
Small protrusions at the ends.
Notch at the top left corner.
Raised edges along the longer side.
Small protrusion on the left edge.
Slight indentation along the top edge.
Protruding tab on the right side.","Smaller holes aligned parallel to the rectangular slot.
Holes evenly distributed across the length of the sheet.
Rectangular slot positioned centrally along the longer side.
Rectangular slot aligned parallel to the longer side of the L-shape.
Smaller holes arranged symmetrically around the central slot."
M58-下方護蓋1(從動側),22,"L-shaped metal plate.
Flat rectangular sheet.
Elongated rectangular bar.
Central circular hole.
Central rectangular cutout.","Series of evenly spaced holes along the length.
Small circular holes near the top left corner.
Rectangular slot near the bottom edge.
Rectangular slot near the right edge.
Small circular hole near the top right corner.
Rectangular slot near the top.
Small circular hole near the bottom left corner.
Two parallel slots on the longer side.
Large oval-shaped opening at the bottom.
Triangular notch at one end.","Raised edges along the top and bottom sides.
Protruding tabs on the longer side.
Notch at the bottom right corner.
Slight bend at the bottom right corner.
Small notch at the bottom right end.
Slight notch on one corner.
Raised edges along the vertical sides.
Two small protrusions on the horizontal side.
Raised edge along the left side.
Two protruding tabs on the bottom right.","Several smaller holes arranged around the central opening.
Rectangular slot aligned parallel to the longer side of the L-shape.
Slot positioned diagonally opposite to the notch.
Holes aligned parallel to the rectangular slot.
Protruding edge on the bottom left side.
Slot positioned adjacent to the bottom edge.
Slot positioned centrally on the shorter side.
L-shape formed by a vertical and a horizontal section.
Holes aligned parallel to the length of the bar.
Slot positioned adjacent to the triangular notch."
M58-下方護蓋1(從動側),23,"L-shaped metal plate.
Vertical rectangular shape with a slight notch at the top.
Flat rectangular plate with a central elongated slot running vertically.","Series of evenly spaced small holes along the length.
Single large circular hole near the center.
Central elongated rectangular slot.
Small circular holes near the top and bottom edges.
Rectangular slots near the bottom edge.","Raised edges along the shorter side.
Protruding tab on the upper side.
Raised edge along the left side.
Protruding tab on the top right corner.
Raised edges along the vertical sides.","Several smaller holes aligned parallel to the rectangular slot.
Holes distributed evenly along the length of the component.
Rectangular slot positioned centrally, dividing the component into two equal parts.
Protruding tab at the end of the longer side.
Central slot aligned with the larger circular hole."
M58-下方護蓋1(從動側),24,"L-shaped metal plate.
Vertical rectangular shape with a slight notch at the top.
Flat rectangular plate.
Central rectangular slot.","Large circular hole in the center.
Series of evenly spaced small holes along the length.
Rectangular slot near the bottom edge.
Small circular hole on the left side.
Rectangular slot near the right edge.
Central elongated rectangular cutout.
Large rectangular hole near the top.
Rectangular slot near the top edge.
Small circular hole near the top left corner.
Large rectangular slot at the bottom.
Rectangular slot near the bottom right.
Slight notch at the top left corner.
Smaller holes aligned parallel to the longer edge.","Raised edges along the top and bottom sides.
Two small protrusions on the left side.
Protrusion on the bottom left corner.
Raised edges along the vertical side.
Two small protrusions on the bottom edge.
Two protruding tabs on the right side.
Notch at the corner of the L-shape.
Slight notch at the top right corner.
Raised edges along the longer sides.","Smaller holes arranged around the central opening.
Rectangular slot aligned parallel to the longer side of the L-shape.
Rectangular slot positioned directly below the protruding tab.
Small circular hole positioned adjacent to the rectangular slot.
Notch aligned with the central cutout.
Rectangular slot positioned near the midpoint.
Smaller holes arranged symmetrically around the central slot."
M58-下方護蓋1(從動側),25,"Flat rectangular sheet with a slight notch at the top.
L-shaped metal piece with a central rectangular cutout.
Straight rectangular bar with evenly spaced holes along its length.","Series of evenly spaced small holes along the length.
Central elongated rectangular cutout.
Small circular holes near the top and corners.
Rectangular slots near the bottom edges and middle of the sheet.
Large rectangular opening on one end.","Raised edges along the shorter side.
Protruding tab on the right side.
Small notch on the bottom right corner.","Smaller holes arranged symmetrically around the central slot.
Rectangular slot positioned closer to the bottom edge.
Slot aligned parallel to the longer side of the sheet.
Holes aligned parallel to the length of the bar.
Slot positioned adjacent to the notch on the right side."
M58-下方護蓋1(驅動側),1,"Flat rectangular plate with a slight bend on one side.
Long rectangular metal bar with a consistent width.
Elongated rectangular bar featuring evenly spaced holes.","Small circular hole near the left edge.
Series of evenly spaced holes along the length.
Large rectangular cutout near one end.
Small rectangular slot near the bottom center.
Rectangular slot positioned near the top edge.","Raised edge along the left side.
Protruding tab at the bottom left corner.
Flat base at the bottom.
Slight bend near the top end.","L-shaped notch positioned at the bottom left end.
Rectangular slot aligned parallel to the top edge.
Several smaller holes arranged symmetrically along the length.
Rectangular cutout aligned parallel to the longer side.
Holes aligned parallel to the length of the bar."
M58-下方護蓋1(驅動側),2,"Long rectangular bar with a flat surface.
Features a series of evenly spaced holes along its length.
L-shaped metal piece with a central rectangular cutout.
Flat rectangular plate with a central elongated slot.","Multiple circular holes distributed vertically.
Small rectangular slot near the bottom center.
Single large rectangular cutout near the center.
Series of evenly spaced holes along the length.
Small rectangular slot near the bottom right corner.
Central rectangular cutout aligned with the component.
Small circular hole near the left side.","Protruding tab at the bottom right end.
Raised edges along the top and bottom sides.
Slight bend at one end.
Protruding tab at the bottom center.
Raised section on the left side.","Several smaller holes aligned vertically along the bar.
Rectangular slot positioned centrally near the bottom.
Holes arranged symmetrically around the central cutout.
Rectangular slot aligned parallel to the longer edge.
L-shaped notch positioned at the bottom left corner.
Rectangular slot positioned adjacent to the central cutout."
M58-下方護蓋1(驅動側),3,"Long rectangular bar configuration.
Vertical rectangular plate structure.
Elongated rectangular bar with a flat surface.","Series of evenly spaced circular holes along the length.
Small rectangular slots near the bottom and top edges.
Central elongated slot.
Single large rectangular cutout near one end.
Small circular holes near the top and bottom sections.","Protruding tab at the bottom right end.
Slight bend near the bottom end.
Raised edge along the bottom side.
Slight protrusion at the top right corner.","Holes aligned vertically along the component.
Rectangular slot positioned at the lower end.
Protruding tab adjacent to the rectangular slot.
Rectangular slot centrally located along the bar.
L-shaped notch at the top right corner."
M58-下方護蓋1(驅動側),4,"Vertical rectangular plate with a series of evenly spaced holes along its length.
L-shaped metal piece with a large rectangular slot near the center.
Flat rectangular plate featuring a central elongated slot.","Multiple circular holes distributed vertically.
Small circular hole near the left side or edge.
Central elongated slot.
Rectangular slot near the center or bottom.
Small rectangular cutout near the bottom center or right end.
Single large circular hole in the center.
Rectangular slot on the right edge or positioned near the bottom edge.","Raised edge along the right side.
Protruding tab at the lower end or bottom right corner.
Small notch on the left side near the bottom.
Flat surface with no raised edges or slight protrusion at the bottom end.","Several smaller holes are aligned vertically along the central axis or parallel to the length of the bar.
Rectangular slot positioned near the bottom center or aligned parallel to the longer side of the plate.
Small circular hole near the top section or top edge.
Holes are evenly distributed from top to bottom or arranged symmetrically around the central slot or hole.
Rectangular slot positioned directly above the base or just above the base."
M58-下方護蓋1(驅動側),5,"L-shaped metal plate.
Vertical rectangular plate.
Elongated rectangular bar.
Tall, narrow rectangular plate.
Long rectangular metal piece.
Flat rectangular plate.","Series of evenly spaced holes along the length.
Small circular hole near the left edge.
Rectangular slot on the right side.
Central rectangular cutout.
Small rectangular slot near the bottom edge.
Larger rectangular slot at the bottom.
Small L-shaped notch near the bottom left corner.
Rectangular cutout near the bottom right end.
Small rectangular slot near the top edge.
Single large rectangular hole near the top.
Single central hole.
Small rectangular cutout near the bottom edge.
Narrow slot at the lower section.
Single rectangular slot near the top edge.
Rectangular indentation on the right end.","Raised edges along the top and bottom sides.
Flat protrusion on the left side.
Raised edge along the bottom side of the bar.
Protruding tab on the lower side.
Flat base with a slight protrusion at the bottom.
Slightly raised edges.
Smooth, straight outline.
Flat protrusion on one side.
Small rectangular notch near the top right corner.
Smooth rectangular outline.","Rectangular slot positioned parallel to the longer side.
Smaller holes arranged symmetrically around the central cutout.
Rectangular slot positioned centrally at the bottom.
Smaller holes aligned vertically along the component.
L-shaped notch positioned adjacent to the rectangular slot.
Rectangular cutout aligned parallel to the elongated axis.
Rectangular slot positioned towards the bottom right.
Two small holes near the top left corner.
Rectangular slot aligned vertically near the bottom.
Central hole positioned slightly off-center towards the top.
Rectangular slot positioned approximately halfway along the length.
L-shaped notch located at the top right end.
Rectangular cutout positioned towards the right end."
M58-下方護蓋1(驅動側),6,"Elongated rectangular bar.
Vertical rectangular plate.
Flat rectangular plate.
Long rectangular metal piece.","Series of evenly spaced holes along the length.
Small circular holes near the left side.
Central elongated slot.
Small rectangular slots near the bottom edge.
Large rectangular cutout near one end.
Multiple circular holes distributed vertically.
Rectangular slot near the top right corner.
Rectangular slot near the bottom edge.
Rectangular slot near the right side.
Rectangular slot aligned parallel to the longer edge.","Protruding tab at one end.
Slight protrusion at the top right corner.
Raised edge along the bottom side.
Slight protrusion at one end.
Raised edges along the length of the component.
Raised edge along the left side.
Slight indentation along one side.
Slight indentation along the bottom edge.","Holes aligned vertically along the length.
Rectangular slot positioned centrally near the bottom.
Rectangular slot positioned closer to the top edge.
Rectangular slot positioned on the right side.
Rectangular slot positioned closer to the right edge.
Rectangular slot positioned parallel to the main body.
Rectangular slot aligned parallel to the bottom edge.
Circular hole positioned adjacent to the rectangular slot.
Central slot aligned parallel to the length of the bar.
Small holes symmetrically placed on opposite ends.
Circular hole centrally aligned with the rectangle."
M58-下方護蓋1(驅動側),7,"Elongated L-shaped metal piece.
Vertical rectangular plate with a central rectangular cutout.
Flat rectangular plate with a series of evenly spaced holes along its length.
Tall, narrow rectangular plate with a small L-shaped notch at one end.
Elongated rectangular bar with a small rectangular cutout near one end.","Series of evenly spaced holes along the length.
Small circular hole near the left side.
Large rectangular slot on the longer side.
Single elongated slot near the bottom edge.
Small rectangular cutout near the bottom center.
Single large rectangular hole near one end.
Central elongated slot running parallel to its edges.
Small rectangular slot near the bottom edge.
Larger rectangular slot positioned towards the middle.","Raised edge along the shorter side.
Protruding tab at the top right corner.
Protruding tab at the bottom center.
Raised edge along the bottom side.
Protruding tab at the lower end.
Small raised section near the bottom edge.
Protruding tab at one corner.","Rectangular slot positioned parallel to the longer edge.
Smaller holes arranged symmetrically around the central cutout.
Rectangular slot aligned vertically near the bottom.
Rectangular slot positioned centrally near the bottom.
Slot aligned centrally along the length of the component.
Notch positioned opposite the rectangular cutout."
M58-下方護蓋1(驅動側),8,"Tall, narrow rectangular plate.
Elongated rectangular bar.
L-shaped metal piece.
Long rectangular metal piece.
Central vertical slot.
Series of evenly spaced holes along the length.","Small circular hole near the top.
Rectangular cutout at the bottom.
Small hole positioned midway up the length.
Rectangular slot near the bottom edge.
Small rectangular slot near the bottom edge.
Single large rectangular cutout near the bottom.
Larger rectangular slot towards the top.
Single large rectangular slot at the bottom.
Single large rectangular slot near the middle.
Small rectangular notch on the lower side.
Small rectangular protrusion on the lower right side.","Small protrusion at the bottom center.
Protruding tab at the bottom center.
Protruding tab at one end.
Protruding tab at the top right corner.
Raised edge along the left side.
Small notch on the bottom right corner.
Flat base at the bottom.
Small rectangular protrusion on the lower right side.","Rectangular slot aligned vertically with the central axis.
Small holes evenly spaced along the length.
Rectangular slot positioned directly below the central hole.
Rectangular slot aligned parallel to the longer side.
Large cutout centrally located, dividing the bar into two equal sections.
Rectangular slot positioned at the lower end.
Holes aligned vertically, maintaining consistent spacing.
Rectangular slot positioned just above the base protrusion.
Large central hole aligned with the bottom protrusion.
Rectangular slot positioned towards the bottom end.
Elongated slot runs parallel to the length of the bar."
M58-下方護蓋1(驅動側),9,"L-shaped metal bracket.
Vertical rectangular plate.
Long rectangular metal piece.
Flat rectangular plate.
Elongated rectangular bar.","Series of evenly spaced holes along the length.
Large rectangular slot near the corner.
Central elongated slot.
Small rectangular cutout near the right edge.
Small circular hole near the shorter side.
Small circular hole near the top edge.
Horizontal slot close to the right edge.
Rectangular slot on the right side.
Small triangular cutout near the bottom.
Larger rectangular slot positioned towards the right side.
Small circular hole positioned along the length.
Series of small holes aligned parallel to the length.
Narrow elongated slot near the middle.
Rectangular slot near the bottom edge.","Protruding tab at the bottom center.
Raised edges along the sides of the component.
Raised edge along the bottom side.
Rectangular slot positioned near the top edge.
Two small protrusions on the bottom section.
Raised edge along the left side.
Protruding tab on the bottom right corner.
Raised border along the perimeter.
Small protrusions along the sides.
Flat protruding edge on one side.
Small notch on the lower side.","Several smaller holes arranged symmetrically around the central rectangular hole.
Rectangular slot aligned parallel to the bottom edge.
Several smaller holes arranged around the central rectangular slot.
Protruding tab on the right side.
Rectangular slot positioned parallel to the longer side.
Rectangular cutout positioned towards the right end.
Several small holes arranged symmetrically around the central slot.
Rectangular slot positioned centrally on the component.
Holes aligned parallel to the length of the component.
Slot positioned directly above the base.
Rectangular cutout positioned close to the shorter end.
Several smaller holes arranged symmetrically along the length.
Rectangular slot centrally located on the bar.
Notch positioned adjacent to the rectangular cutout.
Rectangular slot positioned directly below the central hole."
M58-下方護蓋1(驅動側),10,"Elongated rectangular bar configuration.
L-shaped metal piece with a central rectangular cutout.
Flat rectangular plate with a central elongated slot.","Series of evenly spaced holes along the length.
Central rectangular cutout.
Small circular holes near the top and bottom edges.
Rectangular slot near one end or bottom edge.
Small notch on the side or right side.","Raised edge along the top or left side.
Protruding tab on the upper right corner or bottom center.
Slight bend near the bottom end or left side.
Small protrusion along one of the shorter sides.","Rectangular slot aligned parallel to the main body or bottom edge.
Central cutout dividing the bar into two sections.
Small circular hole aligned with the rectangular slot.
Notch positioned adjacent to the larger cutout or opposite the central cutout.
Holes arranged symmetrically around the central slot or cutout."
M58-下方護蓋1(驅動側),11,"Long rectangular bar with a central elongated slot.
Flat rectangular plate with a central rectangular cutout.
L-shaped metal piece with a small U-shaped notch.
Vertical rectangular bar with a small rectangular cutout near the top.
Series of evenly spaced holes along the length.","Small circular hole near the left side.
Small rectangular slot near the bottom edge.
Large rectangular slot near the bottom edge.
Small rectangular cutout near the right edge.
Single rectangular hole positioned centrally.
Small rectangular slot near the top edge.
Small rectangular slot near the bottom left end.
Small rectangular slot near the left edge.
Small rectangular slot near the bottom edge.
Small rectangular slot near the right edge.
Small rectangular slot near the upper edge.
Small rectangular slot near the bottom right end.
Small rectangular slot near the top left corner.
Small rectangular slot near the bottom center.
Small rectangular slot near the right side.
Small rectangular slot near the bottom center.
Small rectangular slot near the top side.
Small rectangular slot near the bottom center.
Small rectangular slot near the right side.
Small rectangular slot near the bottom center.","Slight indentation along the length.
Small notch on the right side.
Raised edges along the left and right sides.
Small protrusion on the top edge.
Flat surface along the length.
Slight indentation along the top edge.
Protruding tab on the left side.
Flat surface with a slight indentation on the left.
Flat surface with no protrusions.
Rectangular shape with a slight indentation on the right side.
Flat surface along the length.
Slight protrusion on the lower left end.
Edges of the bar are slightly raised.
Flat surface with no additional protrusions.
Rectangular cutout in the center.
Flat base at the bottom.
Protruding section at the bottom center.
Flat base at the bottom.
Protruding tab at the bottom center.","Slot positioned towards the lower end of the bar.
Rectangular cutout aligned parallel to the main slot.
Smaller holes arranged symmetrically around the central slot.
Rectangular slot positioned centrally on the component.
Rectangular cutout aligned parallel to the longer side.
Notch positioned at the top left corner of the bar.
Rectangular slot positioned parallel to the longer side.
Small circular hole aligned with the rectangular slot.
Smaller holes arranged symmetrically along the top edge.
Rectangular part has a central circular hole and a slot on the right side.
Rectangular slot positioned parallel to the length of the bar.
Notch aligned with the rectangular cutout in the middle.
U-shaped notch positioned at the top side.
Rectangular slot aligned parallel to the longer side.
Rectangular cutout positioned symmetrically along the length.
Rectangular slot aligned centrally along the length.
Smaller holes distributed evenly along the vertical surface.
Rectangular slot positioned directly above the base.
Holes symmetrically arranged around the central axis."
M58-下方護蓋1(驅動側),12,"Vertical rectangular plate configuration.
Long rectangular bar with consistent width.
Tall, narrow rectangular bar.
Flat rectangular sheet.","Series of evenly spaced holes along the length.
Central rectangular cutout.
Small rectangular slot near one end.
Small rectangular slot near the bottom.
Central elongated slot.
Single elongated slot running parallel to its length.
Small circular holes distributed vertically.
Small rectangular cutout near the middle.","Protruding tab on one side.
Raised edge along the longer side.
Small protrusion on the left side near the bottom.
Rounded protrusion at one end.
Small raised edge along one side.","Holes aligned vertically along the length.
Rectangular slot positioned centrally near the bottom.
Central hole aligned parallel to the slot.
Notch positioned adjacent to the central hole.
Rectangular slot aligned vertically near the bottom.
Small circular hole positioned adjacent to the rectangular slot."
